      5.116030e-04,       2.289082e-03,       1.091911e-02
      5.199170e-04,       2.239435e-03,       1.099151e-02
      4.857649e-04,       2.209178e-03,       1.076118e-02
      5.130010e-04,       2.569782e-03,       1.107580e-02
      5.409120e-04,       2.323101e-03,       1.159204e-02
      5.112940e-04,       2.387494e-03,       1.134911e-02
      5.240639e-04,       2.373570e-03,       1.155508e-02
      4.903710e-04,       2.189466e-03,       1.104934e-02
      5.012790e-04,       2.282374e-03,       1.082603e-02
      5.607130e-04,       2.374021e-03,       1.206130e-02
      6.140029e-04,       2.450554e-03,       1.204702e-02
